episode_id,step,latent_goal_mse,success
2,19,0.662518109,1
2,20,0.7245549881,1
2,21,0.7732639585,1
2,22,0.7348236696,1
2,23,0.7216567373,1
2,24,0.7300788107,1
2,25,0.6654260261,1
2,26,0.7181650602,1
2,27,0.7072373133,1
2,28,0.7517744698,1
2,29,0.7579806386,1
2,30,0.7531886273,1
2,31,0.7213956053,1
2,32,0.6326461501,1
2,33,0.6202881703,1
2,34,0.6026199045,1
2,35,0.6220917993,1
2,36,0.628824189,1
2,37,0.6236845236,1
2,38,0.5977398111,1
2,39,0.5990505285,1
2,40,0.631181255,1
2,41,0.6544053584,1
2,42,0.6727325376,1
2,43,0.6346111781,1
2,44,0.5911145642,1
2,45,0.4906957694,1
2,46,0.384748003,1
2,47,0.2612978894,1
2,48,0.2083107793,1
2,49,0.2669797846,1
2,50,0.3758324143,1
2,51,0.6448189856,1
2,52,0.6335253529,1
2,53,0.5453064778,1
2,54,0.5822174628,1
2,55,0.4732143827,1
2,56,0.50539721,1
3,0,0.8135185105,1
3,1,0.684976013,1
3,2,0.6402802312,1
3,3,0.6369444319,1
3,4,0.6752216859,1
3,5,0.6549521478,1
3,6,0.6535768852,1
3,7,0.7191955297,1
3,8,0.7448254291,1
3,9,0.6883717258,1
3,10,0.7714692866,1
3,11,0.7288357303,1
3,12,0.7814364479,1
3,13,0.8228919442,1
3,14,0.7897291198,1
3,15,0.7840039192,1
3,16,0.730358097,1
3,17,0.5417648666,1
3,18,0.5678003635,1
3,19,0.5062985927,1
3,20,0.4007507787,1
3,21,0.4407526209,1
3,22,0.4037631751,1
3,23,0.380109145,1
3,24,0.3824374172,1
3,25,0.3820552567,1
3,26,0.4177196574,1
3,27,0.4559301804,1
3,28,0.4874864664,1
3,29,0.3926951214,1
3,30,0.4053748841,1
3,31,0.3757734657,1
3,32,0.3441592965,1
3,33,0.3638581829,1
3,34,0.3541881163,1
3,35,0.3319144513,1
3,36,0.5085476758,1
3,37,0.4871731205,1
3,38,0.2719730003,1
3,39,0.3655201016,1
3,40,0.1849246383,1
3,41,0.1289794493,1
4,0,1.358929026,1
4,1,1.428386685,1
4,2,1.455326602,1
4,3,1.351178957,1
4,4,1.150553767,1
4,5,1.291810753,1
4,6,1.414900539,1
4,7,1.454683038,1
4,8,1.532097022,1
4,9,1.596730265,1
4,10,1.592745095,1
4,11,1.635618098,1
4,12,1.625288048,1
4,13,1.616406208,1
4,14,1.628011996,1
4,15,1.600299079,1
4,16,1.559285558,1
4,17,1.532568323,1
4,18,1.512288901,1
4,19,1.402098835,1
4,20,1.304671471,1
4,21,1.298730882,1
4,22,1.26886902,1
4,23,1.228404352,1
4,24,1.157428078,1
4,25,1.125986194,1
4,26,1.10567008,1
4,27,1.148592732,1
4,28,1.273531757,1
4,29,1.306875039,1
4,30,1.318692721,1
4,31,1.460693836,1
4,32,1.435317727,1
4,33,1.401496764,1
4,34,1.257226616,1
4,35,1.229717169,1
4,36,1.127165753,1
4,37,0.9523619281,1
4,38,0.9097829289,1
4,39,0.9558290584,1
4,40,1.000164795,1
4,41,1.135241524,1
5,0,0.7947726427,1
5,1,0.817825996,1
5,2,0.8281920458,1
5,3,0.6271440347,1
5,4,0.5687480124,1
5,5,0.6222734011,1
5,6,0.6769014803,1
5,7,0.7419747914,1
5,8,0.7916528014,1
5,9,0.7422541236,1
5,10,0.6999996988,1
5,11,0.6528119124,1
5,12,0.6309769577,1
5,13,0.6248644419,1
5,14,0.6395011516,1
5,15,0.6648279349,1
5,16,0.6753878149,1
5,17,0.6673458207,1
5,18,0.667796342,1
5,19,0.634254784,1
5,20,0.6820981527,1
5,21,0.7909763661,1
5,22,0.8552252156,1
5,23,0.9321488575,1
5,24,0.9546645882,1
5,25,0.8653443071,1
5,26,0.9131392303,1
5,27,0.9067743549,1
5,28,0.9992911065,1
5,29,0.9435188528,1
5,30,0.9441984473,1
5,31,0.779105031,1
5,32,0.7740782138,1
5,33,0.6652558921,1
5,34,0.6756289615,1
5,35,0.7034140819,1
5,36,0.9795549842,1
5,37,1.082578513,1
5,38,1.368458425,1
5,39,1.474794228,1
5,40,1.426198206,1
5,41,1.604347931,1
5,42,0.8914972331,1
6,0,1.432231289,1
6,1,1.472363064,1
6,2,1.470676127,1
6,3,1.464757706,1
6,4,1.365247877,1
6,5,0.8174390237,1
6,6,0.7516178973,1
6,7,0.5595448527,1
6,8,0.5748277771,1
6,9,0.5793916427,1
6,10,0.5825996124,1
6,11,0.6051066864,1
6,12,0.5925907467,1
6,13,0.5907684392,1
6,14,0.561229923,1
6,15,0.6064642558,1
6,16,0.5844467576,1
6,17,0.6716741519,1
6,18,0.6352741569,1
6,19,0.6786401569,1
6,20,0.7048564338,1
6,21,0.7059085279,1
6,22,0.5801287083,1
6,23,0.4921537256,1
6,24,0.4931057944,1
6,25,0.3582868664,1
6,26,0.3370366656,1
6,27,0.3218220555,1
6,28,0.303209378,1
6,29,0.3061329713,1
6,30,0.2893087396,1
6,31,0.2868144286,1
6,32,0.2768987041,1
6,33,0.3411759331,1
6,34,0.3871843691,1
6,35,0.4557482147,1
6,36,0.4996488152,1
6,37,0.4883311378,1
6,38,0.4714396501,1
6,39,0.4411633022,1
6,40,0.3109706011,1
6,41,0.262082716,1
6,42,0.2323221296,1
6,43,0.1999143874,1
6,44,0.2138779174,1
6,45,0.2438296956,1
6,46,0.2092896955,1
7,0,0.3609453517,1
7,1,0.3930359241,1
7,2,0.3644496116,1
7,3,0.3672591873,1
7,4,0.4185463062,1
7,5,0.4406638847,1
7,6,0.4670189268,1
7,7,0.5243747054,1
7,8,0.5482767041,1
7,9,0.5860280502,1
7,10,0.6281668391,1
7,11,0.5997613864,1
7,12,0.635429831,1
7,13,0.6240941394,1
7,14,0.6333716618,1
7,15,0.5677856974,1
7,16,0.489550943,1
7,17,0.4718844039,1
7,18,0.3788704147,1
7,19,0.3527664638,1
7,20,0.348252416,1
7,21,0.30832185,1
7,22,0.2743896789,1
7,23,0.2772339413,1
7,24,0.2722762514,1
7,25,0.2865892875,1
7,26,0.2576026517,1
7,27,0.2534256595,1
7,28,0.3074785667,1
7,29,0.2282582878,1
7,30,0.1287983461,1
7,31,0.05307046928,1
7,32,0.0435296631,1
7,33,0.06148320439,1
7,34,0.1420396172,1
7,35,0.2903222179,1
7,36,0.261186643,1
7,37,0.2533411014,1
7,38,0.3243045916,1
7,39,0.297511002,1
7,40,0.2774613679,1
8,0,1.320933602,1
8,1,1.308017609,1
8,2,1.299707172,1
8,3,1.274823929,1
8,4,1.122106313,1
8,5,0.3623735855,1
8,6,0.3115132824,1
8,7,0.3177546591,1
8,8,0.3288042507,1
8,9,0.3567045415,1
8,10,0.4431822653,1
8,11,0.3954329051,1
8,12,0.4821103641,1
8,13,0.4450936446,1
8,14,0.4375133309,1
8,15,0.4951973017,1
8,16,0.483681437,1
8,17,0.4591778291,1
8,18,0.2874234104,1
8,19,0.2682906573,1
8,20,0.2181183333,1
8,21,0.09588622996,1
8,22,0.08669397327,1
8,23,0.0789532033,1
8,24,0.06487004689,1
8,25,0.06247491263,1
8,26,0.05061950116,1
8,27,0.06305987417,1
8,28,0.08491836649,1
8,29,0.1350388549,1
8,30,0.1498745349,1
8,31,0.157481509,1
8,32,0.1645517153,1
8,33,0.1450631974,1
8,34,0.1877004955,1
8,35,0.1821229597,1
8,36,0.1447601297,1
8,37,0.1830720271,1
8,38,0.2348008962,1
8,39,0.3367497572,1
8,40,0.3092443823,1
8,41,0.3733608389,1
8,42,0.4680633361,1
8,43,0.3489885393,1
8,44,0.1066879357,1
9,0,0.4798204205,1
9,1,0.5859184433,1
9,2,0.6606534215,1
9,3,0.7283933544,1
9,4,0.808938456,1
9,5,0.8412366634,1
9,6,0.8426305874,1
9,7,0.8797566155,1
9,8,0.8705961565,1
9,9,0.8274374129,1
9,10,0.8183518556,1
9,11,0.822788003,1
9,12,0.8315960256,1
9,13,0.8366025451,1
9,14,0.8530786397,1
9,15,0.8657317232,1
9,16,0.8634647266,1
9,17,0.8407419393,1
9,18,0.7655399368,1
9,19,0.7837375351,1
9,20,0.8338417594,1
9,21,0.8630347023,1
9,22,0.8818072528,1
9,23,0.9003041987,1
9,24,0.8863650306,1
9,25,0.8861697321,1
9,26,0.9103923273,1
9,27,0.9191648302,1
9,28,0.9218492147,1
9,29,0.891326234,1
9,30,0.8719033377,1
9,31,0.7380647803,1
9,32,0.6122585491,1
9,33,0.5600777405,1
9,34,0.5750110402,1
9,35,0.7025772262,1
9,36,0.8599017717,1
9,37,0.9526918806,1
9,38,0.9113362987,1
9,39,1.042590181,1
9,40,0.9732969905,1
9,41,0.9647779915,1
10,0,1.473376286,1
10,1,1.473294598,1
10,2,1.44957929,1
10,3,1.413944576,1
10,4,1.488989351,1
10,5,1.49025272,1
10,6,1.492692112,1
10,7,1.442763529,1
10,8,1.159346019,1
10,9,0.5885333556,1
10,10,0.5673846223,1
10,11,0.6064449901,1
10,12,0.6205972887,1
10,13,0.6327614945,1
10,14,0.63116855,1
10,15,0.6573858915,1
10,16,0.638893724,1
10,17,0.6185230154,1
10,18,0.634804115,1
10,19,0.6858387149,1
10,20,0.6424741513,1
10,21,0.7221479542,1
10,22,0.6990908952,1
10,23,0.7473093554,1
10,24,0.7659010016,1
10,25,0.77977542,1
10,26,0.6857095314,1
10,27,0.5945347103,1
10,28,0.5523960795,1
10,29,0.4433009132,1
10,30,0.3876312761,1
10,31,0.389904851,1
10,32,0.3425692872,1
10,33,0.3391729456,1
10,34,0.3306079069,1
10,35,0.3311090524,1
10,36,0.3286306023,1
10,37,0.3871936021,1
10,38,0.4148496988,1
10,39,0.5101188192,1
10,40,0.4655516172,1
10,41,0.4808493116,1
10,42,0.4121950962,1
10,43,0.3866970567,1
10,44,0.2750948196,1
10,45,0.2323460277,1
10,46,0.1991257289,1
10,47,0.2006749157,1
10,48,0.211491316,1
10,49,0.2451077395,1
10,50,0.2637511558,1
10,51,0.2735053701,1
11,0,0.9911216382,1
11,1,1.218624084,1
11,2,1.23043102,1
11,3,1.186901474,1
11,4,1.235426607,1
11,5,1.376957886,1
11,6,1.44269023,1
11,7,1.47191913,1
11,8,1.471965063,1
11,9,1.315409011,1
11,10,0.6032436948,1
11,11,0.6304650722,1
11,12,0.584440777,1
11,13,0.6213595094,1
11,14,0.6244066774,1
11,15,0.6251900018,1
11,16,0.6270441612,1
11,17,0.6302310463,1
11,18,0.611336392,1
11,19,0.595930771,1
11,20,0.6456460764,1
11,21,0.6221996854,1
11,22,0.7165173132,1
11,23,0.6784767338,1
11,24,0.731157855,1
11,25,0.7461856607,1
11,26,0.7539234001,1
11,27,0.6295737545,1
11,28,0.5218040131,1
11,29,0.5298687881,1
11,30,0.4039208987,1
11,31,0.3349469841,1
11,32,0.3353830485,1
11,33,0.2959851763,1
11,34,0.275025015,1
11,35,0.295702375,1
11,36,0.2925884733,1
11,37,0.2862683568,1
11,38,0.2883310784,1
11,39,0.3360292026,1
11,40,0.4116507039,1
11,41,0.4009398365,1
11,42,0.4411297687,1
11,43,0.4667906447,1
11,44,0.3831845825,1
11,45,0.3431382574,1
11,46,0.3507393439,1
11,47,0.33025507,1
11,48,0.2763781268,1
11,49,0.3206721771,1
11,50,0.3141247037,1
11,51,0.2666220012,1
11,52,0.3092096671,1
11,53,0.2238407828,1
12,0,1.217833996,1
12,1,0.7920179496,1
12,2,0.777575361,1
12,3,0.7427948594,1
12,4,0.6851792468,1
12,5,0.530779568,1
12,6,0.4993727075,1
12,7,0.4255472537,1
12,8,0.4245013218,1
12,9,0.5034426931,1
12,10,0.5039718861,1
12,11,0.4950452722,1
12,12,0.5609225823,1
12,13,0.5549307797,1
12,14,0.5938437939,1
12,15,0.6199362009,1
12,16,0.6096616472,1
12,17,0.5452425356,1
12,18,0.5447282413,1
12,19,0.4607844833,1
12,20,0.4210079712,1
12,21,0.3694649395,1
12,22,0.2767255826,1
12,23,0.2947449844,1
12,24,0.2805481758,1
12,25,0.2812512783,1
12,26,0.2341779675,1
12,27,0.2330093824,1
12,28,0.2248817824,1
12,29,0.2155251277,1
12,30,0.2827689142,1
12,31,0.3330832431,1
12,32,0.4107316694,1
12,33,0.3758749419,1
12,34,0.4703004949,1
12,35,0.4686195493,1
12,36,0.4615760589,1
12,37,0.4405566916,1
12,38,0.4473342644,1
12,39,0.4203997621,1
12,40,0.5195724054,1
12,41,0.5011002194,1
12,42,0.3952761052,1
12,43,0.1542518222,1
13,0,1.390289842,1
13,1,1.419777293,1
13,2,1.48941663,1
13,3,1.544307454,1
13,4,1.548958024,1
13,5,1.630569397,1
13,6,1.648698968,1
13,7,1.656552182,1
13,8,1.655758598,1
13,9,1.469721126,1
13,10,0.6172292212,1
13,11,0.7569697045,1
13,12,0.5995075669,1
13,13,0.6556375283,1
13,14,0.6506265691,1
13,15,0.6710847293,1
13,16,0.701301564,1
13,17,0.6137641755,1
13,18,0.5874672391,1
13,19,0.5627027951,1
13,20,0.5319794839,1
13,21,0.5691123553,1
13,22,0.5709011594,1
13,23,0.6154875869,1
13,24,0.6254548387,1
13,25,0.6467729754,1
13,26,0.6063286,1
13,27,0.5170282956,1
13,28,0.4795353081,1
13,29,0.4396204231,1
13,30,0.4249169832,1
13,31,0.4260488047,1
13,32,0.4373275253,1
13,33,0.4619838025,1
13,34,0.4472471247,1
13,35,0.4704955345,1
13,36,0.4459741169,1
13,37,0.4698467927,1
13,38,0.4670750833,1
13,39,0.4780189729,1
13,40,0.4357807008,1
13,41,0.4720539291,1
13,42,0.4881814536,1
13,43,0.4958400622,1
13,44,0.5830527073,1
13,45,0.6691841895,1
13,46,0.7550929847,1
13,47,0.8240619517,1
13,48,0.9127121678,1
13,49,0.3650281367,1
14,0,0.413808401,1
14,1,0.4208674149,1
14,2,0.5362660785,1
14,3,0.496525103,1
14,4,0.5196597901,1
14,5,0.62454218,1
14,6,0.6583379005,1
14,7,0.704722823,1
14,8,0.783401903,1
14,9,0.8407633114,1
14,10,0.8557480539,1
14,11,0.8991796,1
14,12,0.8617568291,1
14,13,0.8144037695,1
14,14,0.8005052608,1
14,15,0.8018915382,1
14,16,0.821610058,1
14,17,0.8345818501,1
14,18,0.8348550819,1
14,19,0.8076012352,1
14,20,0.7734139354,1
14,21,0.8160611556,1
14,22,0.8808628814,1
14,23,0.9355843491,1
14,24,0.9331499128,1
14,25,0.9613319409,1
14,26,0.90992966,1
14,27,0.9068429149,1
14,28,0.9383902819,1
14,29,0.9096358051,1
14,30,0.9349058769,1
14,31,0.9268995902,1
14,32,0.8945612829,1
14,33,0.8238385568,1
14,34,0.6796085357,1
14,35,0.5992161737,1
14,36,0.6189448892,1
14,37,0.7366564766,1
14,38,0.8669090512,1
14,39,1.113595967,1
14,40,1.147006004,1
14,41,1.042528633,1
14,42,1.11391658,1
14,43,1.028523568,1
14,44,0.9034297488,1
15,0,1.475398284,1
15,1,1.483357411,1
15,2,1.45724044,1
15,3,1.408530193,1
15,4,0.8255361223,1
15,5,0.69308344,1
15,6,0.7926196297,1
15,7,0.6529478107,1
15,8,0.6532520066,1
15,9,0.6459357519,1
15,10,0.6304176054,1
15,11,0.606513881,1
15,12,0.6170011503,1
15,13,0.6112608551,1
15,14,0.6610185603,1
15,15,0.6777985091,1
15,16,0.7681211417,1
15,17,0.7579170521,1
15,18,0.7841806368,1
15,19,0.8023723195,1
15,20,0.8070689406,1
15,21,0.7340677041,1
15,22,0.6892882232,1
15,23,0.6389209655,1
15,24,0.4724408411,1
15,25,0.399052974,1
15,26,0.3754000442,1
15,27,0.3176430719,1
15,28,0.3141791001,1
15,29,0.2801388121,1
15,30,0.2498813301,1
15,31,0.260031992,1
15,32,0.2632592209,1
15,33,0.3085538946,1
15,34,0.3715266842,1
15,35,0.4365609039,1
15,36,0.5142624817,1
15,37,0.4812202729,1
15,38,0.4514855544,1
15,39,0.3361883466,1
15,40,0.3056254426,1
15,41,0.1601383406,1
15,42,0.1929059757,1
15,43,0.112833897,1
15,44,0.07741350816,1
15,45,0.07617961362,1
15,46,0.1026131358,1
15,47,0.1345387904,1
15,48,0.2190707528,1
16,0,0.7839312973,1
16,1,0.7574986741,1
16,2,0.7695980705,1
16,3,0.7973716027,1
16,4,0.7995115246,1
16,5,0.7704537844,1
16,6,0.7502588803,1
16,7,0.6442000195,1
16,8,0.6533031601,1
16,9,0.6012777155,1
16,10,0.6441526058,1
16,11,0.5866365789,1
16,12,0.5870036275,1
16,13,0.6139609104,1
16,14,0.6029899706,1
16,15,0.6770522398,1
16,16,0.6913411216,1
16,17,0.6940185592,1
16,18,0.6281483811,1
16,19,0.5202588528,1
16,20,0.5060087503,1
16,21,0.493721947,1
16,22,0.4727203093,1
16,23,0.4598969538,1
16,24,0.473586975,1
16,25,0.4920297501,1
16,26,0.459837608,1
16,27,0.4501063048,1
16,28,0.4945474995,1
16,29,0.5007487596,1
16,30,0.5327869506,1
16,31,0.4999659743,1
16,32,0.4340768274,1
16,33,0.3823927592,1
16,34,0.3282127832,1
16,35,0.2553523028,1
16,36,0.2413545704,1
16,37,0.3785641021,1
16,38,0.4779022806,1
16,39,0.6157145398,1
16,40,0.6387327763,1
16,41,0.6285487988,1
16,42,0.6089596704,1
16,43,0.2969567889,1
17,0,1.638926399,1
17,1,1.666558399,1
17,2,1.65034807,1
17,3,1.642497396,1
17,4,1.554925148,1
17,5,1.056754703,1
17,6,0.7608765557,1
17,7,0.7426744688,1
17,8,0.7491247379,1
17,9,0.7972747529,1
17,10,0.8068547396,1
17,11,0.8102334434,1
17,12,0.7721479989,1
17,13,0.7909703943,1
17,14,0.7676670386,1
17,15,0.8071719847,1
17,16,0.8068213959,1
17,17,0.7910311969,1
17,18,0.7465107997,1
17,19,0.6910611289,1
17,20,0.6964727306,1
17,21,0.6853030368,1
17,22,0.7189940536,1
17,23,0.7202212059,1
17,24,0.6968578658,1
17,25,0.6957519083,1
17,26,0.6757177058,1
17,27,0.7159924921,1
17,28,0.7195312054,1
17,29,0.7068295479,1
17,30,0.6539127923,1
17,31,0.6167948615,1
17,32,0.5077673267,1
17,33,0.3583197682,1
17,34,0.272586713,1
17,35,0.2625447375,1
17,36,0.3832299816,1
17,37,0.5514258251,1
17,38,0.7734513173,1
17,39,0.7817874665,1
17,40,0.730518976,1
17,41,0.790311994,1
17,42,0.6801093378,1
17,43,0.6915186487,1
18,0,0.4079818388,1
18,1,0.4359280078,1
18,2,0.3732722413,1
18,3,0.3893601026,1
18,4,0.4486068489,1
18,5,0.5394060412,1
18,6,0.4964307348,1
18,7,0.5654511535,1
18,8,0.5469023105,1
18,9,0.540489011,1
18,10,0.6077110886,1
18,11,0.6024075578,1
18,12,0.594557876,1
18,13,0.4533872696,1
18,14,0.3889233398,1
18,15,0.3753093692,1
18,16,0.2351234456,1
18,17,0.1654203879,1
18,18,0.1735178915,1
18,19,0.1327601027,1
18,20,0.1360808766,1
18,21,0.09812297513,1
18,22,0.09874217577,1
18,23,0.08344883354,1
18,24,0.1241966514,1
18,25,0.2118649711,1
18,26,0.2570853407,1
18,27,0.289634209,1
18,28,0.2992223385,1
18,29,0.3406313907,1
18,30,0.3074328402,1
18,31,0.255438667,1
18,32,0.174551267,1
18,33,0.1193243818,1
18,34,0.151671338,1
18,35,0.1334701119,1
18,36,0.1239861534,1
18,37,0.1799864467,1
18,38,0.1874483541,1
18,39,0.1084308728,1
19,0,0.6990715482,1
19,1,0.6466857534,1
19,2,0.6183610458,1
19,3,0.7487258084,1
19,4,0.7774964777,1
19,5,0.9000164121,1
19,6,0.9196514754,1
19,7,0.9793102594,1
19,8,0.9588311349,1
19,9,0.9494693412,1
19,10,1.044468987,1
19,11,1.055729323,1
19,12,1.066109112,1
19,13,0.9160565515,1
19,14,0.8344274142,1
19,15,0.8711974993,1
19,16,0.6789392483,1
19,17,0.6384573496,1
19,18,0.6296382701,1
19,19,0.5464270388,1
19,20,0.550353686,1
19,21,0.4893574358,1
19,22,0.5191821029,1
19,23,0.491384831,1
19,24,0.5892697994,1
19,25,0.6491508583,1
19,26,0.7083697104,1
19,27,0.8357389689,1
19,28,0.7025356805,1
19,29,0.7042569245,1
19,30,0.5498417909,1
19,31,0.4898272292,1
19,32,0.3639785074,1
19,33,0.1932450978,1
19,34,0.1951282859,1
19,35,0.2395675707,1
19,36,0.2183627403,1
19,37,0.2921973261,1
19,38,0.3198699284,1
20,0,0.2800268843,1
20,1,0.3066926859,1
20,2,0.3202824205,1
20,3,0.3238170969,1
20,4,0.3669190045,1
20,5,0.3861366694,1
20,6,0.41019863,1
20,7,0.4095420481,1
20,8,0.4655089601,1
20,9,0.483907923,1
20,10,0.4239085697,1
20,11,0.4665099302,1
20,12,0.4445582268,1
20,13,0.4756286767,1
20,14,0.4925428818,1
20,15,0.4845162446,1
20,16,0.4193688602,1
20,17,0.3761696862,1
20,18,0.3551577672,1
20,19,0.3310249977,1
20,20,0.3477907822,1
20,21,0.3303541612,1
20,22,0.3396390247,1
20,23,0.3208073803,1
20,24,0.3395414771,1
20,25,0.3385167093,1
20,26,0.3214858533,1
20,27,0.3052196174,1
20,28,0.2834915256,1
20,29,0.2806135266,1
20,30,0.3011910371,1
20,31,0.2235586609,1
20,32,0.170833391,1
20,33,0.2102936346,1
20,34,0.2424048659,1
20,35,0.3932997679,1
20,36,0.5747921095,1
20,37,0.7039284851,1
20,38,0.790788833,1
20,39,0.9775956834,1
20,40,0.4377194273,1
21,0,1.688010532,1
21,1,1.59200327,1
21,2,1.135489475,1
21,3,0.8110220943,1
21,4,0.4581222366,1
21,5,0.4960400985,1
21,6,0.4787580841,1
21,7,0.5514690691,1
21,8,0.5610649771,1
21,9,0.5642157152,1
21,10,0.5386009642,1
21,11,0.5242009985,1
21,12,0.5386802903,1
21,13,0.5287836834,1
21,14,0.5740618821,1
21,15,0.5701625093,1
21,16,0.566928155,1
21,17,0.5663446189,1
21,18,0.5507705515,1
21,19,0.4714194042,1
21,20,0.4764111597,1
21,21,0.5176253641,1
21,22,0.6148772863,1
21,23,0.694885076,1
21,24,0.6885716139,1
21,25,0.6701808714,1
21,26,0.7847042452,1
21,27,0.7526595858,1
21,28,0.8154042287,1
21,29,0.7041489692,1
21,30,0.6770529504,1
21,31,0.5772168026,1
21,32,0.5815377038,1
21,33,0.506319284,1
21,34,0.6308358759,1
21,35,0.657702951,1
21,36,0.9555818336,1
21,37,0.976430411,1
21,38,1.422402372,1
21,39,1.487062692,1
21,40,1.195518736,1
21,41,1.306335051,1
21,42,1.131046625,1
21,43,0.9220769718,1
22,0,1.279062642,1
22,1,1.262339103,1
22,2,1.260226021,1
22,3,1.200744674,1
22,4,0.8198860415,1
22,5,0.4440384654,1
22,6,0.433514485,1
22,7,0.4812919188,1
22,8,0.5189115469,1
22,9,0.5851796287,1
22,10,0.6097099848,1
22,11,0.6313112305,1
22,12,0.7134321285,1
22,13,0.6869537063,1
22,14,0.7309615122,1
22,15,0.7485876299,1
22,16,0.7196709748,1
22,17,0.6444424223,1
22,18,0.611643474,1
22,19,0.5708190102,1
22,20,0.4363915836,1
22,21,0.3254157877,1
22,22,0.3067168772,1
22,23,0.2332573047,1
22,24,0.1857207728,1
22,25,0.1703105171,1
22,26,0.1472934993,1
22,27,0.2079308702,1
22,28,0.2767663065,1
22,29,0.3525086817,1
22,30,0.3514338214,1
22,31,0.3678260047,1
22,32,0.3217824862,1
22,33,0.3024820342,1
22,34,0.2968374271,1
22,35,0.2796573545,1
22,36,0.2209483789,1
22,37,0.2435601895,1
22,38,0.2032517613,1
22,39,0.2123441228,1
22,40,0.2903136975,1
22,41,0.2055813486,1
23,0,0.895525337,1
23,1,1.44417155,1
23,2,1.551373247,1
23,3,1.777221105,1
23,4,1.723196831,1
23,5,1.342281718,1
23,6,0.7523282744,1
23,7,0.818489128,1
23,8,0.7005989688,1
23,9,0.6768621454,1
23,10,0.6798075538,1
23,11,0.634539117,1
23,12,0.6290858979,1
23,13,0.6561318647,1
23,14,0.6525307845,1
23,15,0.701125857,1
23,16,0.7057188201,1
23,17,0.7093112807,1
23,18,0.7195498909,1
23,19,0.6716845219,1
23,20,0.5365603882,1
23,21,0.5954136656,1
23,22,0.6093186628,1
23,23,0.6678333479,1
23,24,0.7448185122,1
23,25,0.7537581315,1
23,26,0.7390643408,1
23,27,0.7773026605,1
23,28,0.7742766267,1
23,29,0.7636019258,1
23,30,0.7721370858,1
23,31,0.7435742445,1
23,32,0.6419998754,1
23,33,0.6210563971,1
23,34,0.4871313174,1
23,35,0.3720956686,1
23,36,0.3244316459,1
23,37,0.4330767081,1
23,38,0.5719119767,1
23,39,0.8332786973,1
23,40,0.9385416113,1
23,41,0.8085482139,1
23,42,0.9272324787,1
23,43,0.7331840948,1
23,44,0.6505257282,1
24,0,1.313181872,1
24,1,1.362299393,1
24,2,1.338121609,1
