episode_id,step,latent_goal_mse,success
24,3,1.253612613,1
24,4,1.034446179,1
24,5,1.124208459,1
24,6,0.817107749,1
24,7,1.104734978,1
24,8,1.098581226,1
24,9,1.41039001,1
24,10,1.50345108,1
24,11,1.539915947,1
24,12,1.489442004,1
24,13,1.303669681,1
24,14,0.3775056951,1
24,15,0.7008843063,1
24,16,0.5397009889,1
24,17,0.417026482,1
24,18,0.4379661505,1
24,19,0.4114806796,1
24,20,0.5321047303,1
24,21,0.3927345019,1
24,22,0.3434740094,1
24,23,0.3507004544,1
24,24,0.3799828071,1
24,25,0.371087882,1
24,26,0.4360041747,1
24,27,0.4186651345,1
24,28,0.4781005289,1
24,29,0.5143118722,1
24,30,0.5329664608,1
24,31,0.4124505179,1
24,32,0.3305055741,1
24,33,0.3530859493,1
24,34,0.2875996295,1
24,35,0.2711389178,1
24,36,0.2677939606,1
24,37,0.2814266311,1
24,38,0.2712133789,1
24,39,0.2992390579,1
24,40,0.3087638377,1
24,41,0.3268544516,1
24,42,0.3516979305,1
24,43,0.374694957,1
24,44,0.3811030904,1
24,45,0.4169293089,1
24,46,0.3466253378,1
24,47,0.338491339,1
24,48,0.2611278814,1
24,49,0.2232529292,1
24,50,0.2237848649,1
24,51,0.2686513302,1
24,52,0.3423645234,1
24,53,0.3228516012,1
24,54,0.3568238959,1
24,55,0.3124811642,1
24,56,0.2846173667,1
25,0,1.132068809,1
25,1,1.144661299,1
25,2,1.267748859,1
25,3,1.34797369,1
25,4,1.352877884,1
25,5,1.333938074,1
25,6,1.197401296,1
25,7,0.6961512746,1
25,8,0.6659621016,1
25,9,0.6987036756,1
25,10,0.7277157979,1
25,11,0.7024023145,1
25,12,0.708176522,1
25,13,0.7023625879,1
25,14,0.7437282046,1
25,15,0.7335980708,1
25,16,0.7450631268,1
25,17,0.7905643116,1
25,18,0.7613044669,1
25,19,0.8529024438,1
25,20,0.8218889854,1
25,21,0.8418622007,1
25,22,0.8440758118,1
25,23,0.8513438095,1
25,24,0.7483645928,1
25,25,0.6790419908,1
25,26,0.5855824542,1
25,27,0.4256525382,1
25,28,0.3623429395,1
25,29,0.3564183357,1
25,30,0.3091055335,1
25,31,0.2787527758,1
25,32,0.2522279698,1
25,33,0.261873076,1
25,34,0.2768657081,1
25,35,0.4037581993,1
25,36,0.4232362922,1
25,37,0.57721465,1
25,38,0.5638138633,1
25,39,0.6879522476,1
25,40,0.6072222954,1
25,41,0.5464228791,1
25,42,0.3898273003,1
25,43,0.2835768488,1
25,44,0.2163171878,1
25,45,0.201836805,1
25,46,0.2261088548,1
25,47,0.3004895932,1
25,48,0.3646567558,1
25,49,0.2923414463,1
26,0,0.7184408973,1
26,1,0.7542373298,1
26,2,0.6199454794,1
26,3,0.6386253642,1
26,4,0.6904164354,1
26,5,0.7700687498,1
26,6,0.8271026406,1
26,7,0.8133213766,1
26,8,0.8989261891,1
26,9,0.8715475538,1
26,10,0.907925537,1
26,11,0.9564304984,1
26,12,0.9504881291,1
26,13,0.9686317412,1
26,14,0.9470790959,1
26,15,0.8329726574,1
26,16,0.8090292686,1
26,17,0.7308497622,1
26,18,0.6404555879,1
26,19,0.5851336595,1
26,20,0.535014144,1
26,21,0.5067913767,1
26,22,0.4390807195,1
26,23,0.4509628524,1
26,24,0.4327825352,1
26,25,0.5448308509,1
26,26,0.5238322004,1
26,27,0.587481968,1
26,28,0.6300739254,1
26,29,0.526316395,1
26,30,0.4699941371,1
26,31,0.3441179705,1
26,32,0.2823655026,1
26,33,0.1639646735,1
26,34,0.1361440539,1
26,35,0.152624162,1
26,36,0.1125119707,1
26,37,0.1315901105,1
26,38,0.1090299234,1
26,39,0.1741231322,1
27,0,1.24038189,1
27,1,1.088685084,1
27,2,0.7534772816,1
27,3,0.621151763,1
27,4,0.533972141,1
27,5,0.4402332294,1
27,6,0.4017435695,1
27,7,0.3861432231,1
27,8,0.4000529074,1
27,9,0.4424953686,1
27,10,0.4479690476,1
27,11,0.4375196813,1
27,12,0.459066026,1
27,13,0.421935638,1
27,14,0.4333688184,1
27,15,0.4826357955,1
27,16,0.6524450097,1
27,17,0.6632307576,1
27,18,0.7419563616,1
27,19,0.8497680406,1
27,20,0.8097266137,1
27,21,0.7963890843,1
27,22,0.8171607733,1
27,23,0.798757241,1
27,24,0.7805788007,1
27,25,0.7751843778,1
27,26,0.749174676,1
27,27,0.6856068275,1
27,28,0.6355063707,1
27,29,0.7033188823,1
27,30,0.7265454384,1
27,31,0.8830101288,1
27,32,1.0580733,1
27,33,1.249762452,1
27,34,1.257236945,1
27,35,1.16734268,1
27,36,1.265412445,1
27,37,0.8733264773,1
28,0,1.150732725,1
28,1,1.602415483,1
28,2,1.708673375,1
28,3,1.676813228,1
28,4,1.670149335,1
28,5,1.629121751,1
28,6,1.537999493,1
28,7,1.427338845,1
28,8,1.381778941,1
28,9,1.382728792,1
28,10,1.412215256,1
28,11,1.41912767,1
28,12,1.398168391,1
28,13,1.456915313,1
28,14,1.409572575,1
28,15,1.449838176,1
28,16,1.474870184,1
28,17,1.487077595,1
28,18,1.369499236,1
28,19,1.326880244,1
28,20,1.303617727,1
28,21,1.142548272,1
28,22,1.106009905,1
28,23,1.061119601,1
28,24,1.004194256,1
28,25,1.001098418,1
28,26,0.9251461147,1
28,27,0.9262188652,1
28,28,0.9498421043,1
28,29,1.113883519,1
28,30,1.121260529,1
28,31,1.233194717,1
28,32,1.29847396,1
28,33,1.209170518,1
28,34,1.123254832,1
28,35,1.049067848,1
28,36,0.9803272046,1
28,37,0.7875451526,1
28,38,0.67194407,1
28,39,0.6923007325,1
28,40,0.7939881569,1
28,41,0.7812157316,1
28,42,0.9150101769,1
28,43,0.9459538176,1
29,0,0.8878357807,1
29,1,0.6189305559,1
29,2,0.4990835924,1
29,3,0.4588244593,1
29,4,0.4854145249,1
29,5,0.4755758093,1
29,6,0.4837856404,1
29,7,0.5078703794,1
29,8,0.4929983539,1
29,9,0.483531665,1
29,10,0.5160161073,1
29,11,0.4922365384,1
29,12,0.4856829129,1
29,13,0.5158358033,1
29,14,0.5269497278,1
29,15,0.5791895415,1
29,16,0.5825648882,1
29,17,0.5847600554,1
29,18,0.5209884637,1
29,19,0.4046699458,1
29,20,0.3960926752,1
29,21,0.3811780498,1
29,22,0.3769123827,1
29,23,0.377248558,1
29,24,0.3734605652,1
29,25,0.3349003203,1
29,26,0.3387170451,1
29,27,0.3458570546,1
29,28,0.3507535097,1
29,29,0.3306610706,1
29,30,0.3058366531,1
29,31,0.3017124573,1
29,32,0.276748856,1
29,33,0.1319790989,1
29,34,0.09945894426,1
29,35,0.1065577779,1
29,36,0.1983856732,1
29,37,0.3056485229,1
29,38,0.5422540995,1
29,39,0.5733358215,1
29,40,0.5360403486,1
29,41,0.6998713032,1
29,42,0.5100834478,1
29,43,0.4305813542,1
30,0,1.72656114,1
30,1,1.749439112,1
30,2,0.5415200539,1
30,3,0.5685208877,1
30,4,0.5991205134,1
30,5,0.6029145076,1
30,6,0.6496888947,1
30,7,0.6188109988,1
30,8,0.5786932449,1
30,9,0.5629384996,1
30,10,0.5702587981,1
30,11,0.5589379377,1
30,12,0.5774263166,1
30,13,0.5833595742,1
30,14,0.6025738416,1
30,15,0.5865027144,1
30,16,0.5216141066,1
30,17,0.5118202955,1
30,18,0.5847560364,1
30,19,0.6865931477,1
30,20,0.6639220957,1
30,21,0.7380136956,1
30,22,0.7750335727,1
30,23,0.8173603086,1
30,24,0.7920519121,1
30,25,0.895112955,1
30,26,0.7599215976,1
30,27,0.7226271048,1
30,28,0.6238709618,1
30,29,0.649915894,1
30,30,0.5587412905,1
30,31,0.5178621559,1
30,32,0.6824643059,1
30,33,0.7091307411,1
30,34,0.9805246379,1
30,35,1.160725503,1
30,36,1.332526229,1
30,37,1.346081846,1
30,38,1.593977943,1
30,39,1.294526663,1
30,40,0.9115092212,1
31,0,1.264575222,1
31,1,0.7096105533,1
31,2,0.8210675846,1
31,3,0.6805193032,1
31,4,0.8974248822,1
31,5,0.8883376249,1
31,6,0.9512342151,1
31,7,0.9004057002,1
31,8,0.9922751151,1
31,9,1.033473689,1
31,10,1.053753871,1
31,11,1.118820104,1
31,12,1.138413161,1
31,13,1.192019222,1
31,14,1.200198793,1
31,15,1.209968893,1
31,16,1.228059612,1
31,17,1.234395856,1
31,18,1.17768726,1
31,19,1.130371164,1
31,20,1.118818956,1
31,21,1.019143082,1
31,22,0.9746026943,1
31,23,0.9467403382,1
31,24,0.9049030737,1
31,25,0.9163864888,1
31,26,0.876516291,1
31,27,0.8397829266,1
31,28,0.8550939428,1
31,29,0.9000784683,1
31,30,0.9803713794,1
31,31,1.01991353,1
31,32,1.065468513,1
31,33,1.003253003,1
31,34,0.905124047,1
31,35,0.6089830783,1
31,36,0.5975405136,1
31,37,0.5198796735,1
31,38,0.5512601952,1
31,39,0.6190368463,1
31,40,0.6407097019,1
31,41,0.6817298289,1
31,42,0.7106526791,1
31,43,0.798643932,1
