frame_index,state,goal_latent_mse,target_align_mse,target_grasp_mse,target_transfer_mse,target_release_mse,target_retreat_mse,wm_predicted_from_frame,wm_to_encoder_mse
0,align,1.0288673639297485,0.7689259052276611,0.7970868349075317,0.6712160110473633,0.7193349599838257,0.7062158584594727,,
1,align,1.3038967847824097,1.1404297351837158,1.169425368309021,1.0384535789489746,1.0894954204559326,1.077010154724121,,
2,align,1.5323776006698608,1.451958417892456,1.4772552251815796,1.365354061126709,1.4089988470077515,1.3977851867675781,,
3,align,1.6519737243652344,1.5773471593856812,1.5998005867004395,1.502925157546997,1.5406334400177002,1.5290193557739258,,
4,align,1.5684928894042969,1.4868825674057007,1.510122299194336,1.4114704132080078,1.449449896812439,1.4368184804916382,,
5,align,1.3380011320114136,1.2274901866912842,1.2532864809036255,1.1443291902542114,1.1858065128326416,1.1725795269012451,0,0.7344894409179688
6,align,1.1765493154525757,1.0096075534820557,1.0374425649642944,0.9202003479003906,0.9639880061149597,0.9521381258964539,1,0.4219461977481842
7,align,0.7444742321968079,0.3096832036972046,0.328902006149292,0.25666543841362,0.28092819452285767,0.2732534408569336,2,0.239634707570076
8,align,0.6852989196777344,0.1059202179312706,0.11720143258571625,0.08853130042552948,0.09478659927845001,0.08822691440582275,3,0.6440179944038391
9,align,0.680394172668457,0.06667464971542358,0.07783064246177673,0.05928667634725571,0.05859086662530899,0.052068471908569336,4,0.6600801348686218
10,align,0.6735675930976868,0.03004375472664833,0.036190830171108246,0.05454520136117935,0.03598010167479515,0.030547795817255974,5,0.6165549159049988
11,align,0.6214925050735474,0.029339542612433434,0.033500995486974716,0.08326324820518494,0.04413649067282677,0.04232645779848099,6,0.6508846282958984
12,align,0.6434099674224854,0.024617915973067284,0.029998719692230225,0.09720258414745331,0.04254912585020065,0.0451417975127697,7,0.3691488206386566
13,align,0.6861858367919922,0.013331523165106773,0.013171320781111717,0.1405509114265442,0.05118172615766525,0.05973164364695549,8,0.24490733444690704
14,align,0.6667221188545227,0.02423226833343506,0.021195735782384872,0.22572076320648193,0.08942970633506775,0.11706521362066269,9,0.23472993075847626
15,align,0.6864917874336243,0.012626484036445618,0.010553425177931786,0.21817819774150848,0.07766170799732208,0.10757428407669067,10,0.21235434710979462
16,align,0.7206377983093262,0.03260863572359085,0.008677838370203972,0.3840557038784027,0.1681758016347885,0.22596725821495056,11,0.15944619476795197
17,align,0.7351047396659851,0.0550021231174469,0.0140192536637187,0.5037717223167419,0.23981177806854248,0.3272191286087036,12,0.1394413858652115
18,transfer,0.7257673144340515,0.08113802969455719,0.023519963026046753,0.5502992868423462,0.2893276810646057,0.3893560767173767,13,0.10549312829971313
19,transfer,0.6829573512077332,0.05524594709277153,0.01727791503071785,0.4556385278701782,0.2234748899936676,0.3071870803833008,14,0.05542455241084099
20,transfer,0.6765657067298889,0.022451356053352356,0.014482399448752403,0.28706827759742737,0.11671076714992523,0.16644303500652313,15,0.08581363409757614
21,align,0.6759665608406067,0.014045022428035736,0.01218000054359436,0.21336740255355835,0.08180748671293259,0.10678859800100327,16,0.06464364379644394
22,align,0.6809075474739075,0.011066148988902569,0.013805828057229519,0.1780337542295456,0.06205139681696892,0.08069241046905518,17,0.04929249361157417
23,align,0.6479315161705017,0.015416514128446579,0.011322662234306335,0.2239658087491989,0.0866512656211853,0.11422057449817657,18,0.04482510685920715
24,align,0.6859572529792786,0.023348305374383926,0.006642765365540981,0.3233211636543274,0.13569848239421844,0.18403784930706024,19,0.0863736942410469
25,align,0.705119788646698,0.06106758117675781,0.016127362847328186,0.47159117460250854,0.24356518685817719,0.33025452494621277,20,0.07832109183073044
26,transfer,0.704308807849884,0.06570638716220856,0.016757002100348473,0.47155579924583435,0.2523462474346161,0.34357747435569763,21,0.11273577064275742
27,transfer,0.6560410857200623,0.059148721396923065,0.019358515739440918,0.3751746118068695,0.2077212631702423,0.28335046768188477,22,0.07143472880125046
28,transfer,0.6597113013267517,0.06586332619190216,0.03275016322731972,0.274270236492157,0.17084583640098572,0.22596943378448486,23,0.11986198276281357
29,transfer,0.7020525336265564,0.04627536982297897,0.02776544913649559,0.1942189633846283,0.12218355387449265,0.15604768693447113,24,0.10166105628013611
30,transfer,0.702081024646759,0.036526523530483246,0.041915811598300934,0.11492862552404404,0.07043083012104034,0.07820847630500793,25,0.15220066905021667
31,align,0.7523946762084961,0.08168014883995056,0.09930267184972763,0.0990973711013794,0.08411955088376999,0.07674019783735275,26,0.26983389258384705
32,align,0.7245959639549255,0.05469924211502075,0.06893281638622284,0.07345841825008392,0.05840266868472099,0.051612138748168945,27,0.13639487326145172
33,align,0.6821970343589783,0.02867061458528042,0.03821386396884918,0.07536289095878601,0.045005541294813156,0.043756525963544846,28,0.11145776510238647
34,align,0.6999092698097229,0.015788128599524498,0.013187311589717865,0.12778115272521973,0.06416814029216766,0.07486870139837265,29,0.11426154524087906
35,align,0.6424071788787842,0.03069697879254818,0.020583167672157288,0.18949201703071594,0.1009988784790039,0.12805280089378357,30,0.15787656605243683
36,align,0.6329882740974426,0.03830096498131752,0.021773025393486023,0.2396371066570282,0.127681702375412,0.1613622009754181,31,0.26430559158325195
37,align,0.6369630694389343,0.03689957410097122,0.01915629208087921,0.250532329082489,0.13170239329338074,0.17242801189422607,32,0.22153668105602264
38,transfer,0.6309807896614075,0.03891589120030403,0.02060290053486824,0.25384992361068726,0.13450093567371368,0.17427897453308105,33,0.17075343430042267
39,transfer,0.6425397992134094,0.04672927409410477,0.02616618573665619,0.25450775027275085,0.14391130208969116,0.182904452085495,34,0.08314584940671921
40,transfer,0.6928710341453552,0.039944909512996674,0.023957151919603348,0.20994621515274048,0.12239870429039001,0.15334442257881165,35,0.06904097646474838
41,transfer,0.6887867450714111,0.031273003667593,0.035166285932064056,0.13137204945087433,0.07320661097764969,0.08154791593551636,36,0.06533387303352356
42,transfer,0.715897262096405,0.05374738574028015,0.0676862895488739,0.09377887845039368,0.06605919450521469,0.06186125800013542,37,0.12450387328863144
43,align,0.7316431403160095,0.06810464709997177,0.08322472870349884,0.09161768853664398,0.07355974614620209,0.06684113293886185,38,0.2069021463394165
44,align,0.7278354167938232,0.05110985040664673,0.06560447812080383,0.07414446771144867,0.055905550718307495,0.04881027340888977,39,0.11418518424034119
45,align,0.7128584980964661,0.05689070746302605,0.07236788421869278,0.0813031867146492,0.06223183125257492,0.055255189538002014,40,0.110603928565979
46,align,0.7272174954414368,0.02285638265311718,0.0289364792406559,0.08674176037311554,0.0491042397916317,0.048017218708992004,41,0.10627279430627823
47,align,0.6438233256340027,0.025830335915088654,0.02156957797706127,0.14643752574920654,0.07957159727811813,0.09153760969638824,42,0.17364723980426788
48,align,0.6312031745910645,0.029644055292010307,0.023310761898756027,0.1728649139404297,0.09191887080669403,0.11220848560333252,43,0.24910514056682587
49,transfer,0.6291354894638062,0.02715802751481533,0.021297743543982506,0.1725780963897705,0.08974915742874146,0.11103497445583344,44,0.22430074214935303
50,transfer,0.6394606232643127,0.03962593525648117,0.028980012983083725,0.1903407871723175,0.11040099710226059,0.1331111341714859,45,0.11478137224912643
51,transfer,0.7100563049316406,0.0281524658203125,0.02501966804265976,0.15076233446598053,0.08406113088130951,0.09842032194137573,46,0.05450974404811859
52,transfer,0.7321901917457581,0.04657186195254326,0.061190348118543625,0.0945201963186264,0.061258863657712936,0.05794009193778038,47,0.07093273848295212
53,transfer,0.7221373915672302,0.05409802496433258,0.06829506903886795,0.08413370698690414,0.06152714788913727,0.055026471614837646,48,0.11360514163970947
54,align,0.7355998158454895,0.07419747114181519,0.09139536321163177,0.09088271856307983,0.07521440833806992,0.06618493050336838,49,0.16599410772323608
55,align,0.7354000210762024,0.08200895041227341,0.10156434774398804,0.08233688771724701,0.0750676766037941,0.06456785649061203,50,0.10709970444440842
56,align,0.7628178596496582,0.09334589540958405,0.11517651379108429,0.08366292715072632,0.08149293065071106,0.06919916719198227,51,0.12209581583738327
57,align,0.7150919437408447,0.015443159267306328,0.02185060828924179,0.06703630089759827,0.034977659583091736,0.03178543969988823,52,0.10773134231567383
58,align,0.6548126339912415,0.021414771676063538,0.023334696888923645,0.13058170676231384,0.06495306640863419,0.07343101501464844,53,0.20391879975795746
59,align,0.643636167049408,0.021919559687376022,0.02392173372209072,0.1339426189661026,0.06495209783315659,0.07191631197929382,54,0.2619008719921112
60,align,0.6564808487892151,0.024369101971387863,0.01889771781861782,0.18159036338329315,0.08853858709335327,0.10344540327787399,55,0.23834042251110077
61,align,0.6588860154151917,0.03429454192519188,0.020473364740610123,0.24960973858833313,0.12512056529521942,0.1503981351852417,56,0.22777895629405975
62,align,0.6657916903495789,0.039691172540187836,0.02251511625945568,0.2804636061191559,0.14280402660369873,0.175968736410141,57,0.15991009771823883
63,align,0.6628237962722778,0.04000190272927284,0.022633180022239685,0.2766248881816864,0.14240072667598724,0.1762354075908661,58,0.09072355180978775
64,transfer,0.6614170074462891,0.04610517621040344,0.026115765795111656,0.28621596097946167,0.15262500941753387,0.188290536403656,59,0.06453242897987366
65,transfer,0.6563724875450134,0.04015133157372475,0.026007791981101036,0.24673700332641602,0.13168559968471527,0.16094651818275452,60,0.046094756573438644
66,transfer,0.6739097237586975,0.04183042794466019,0.04487317055463791,0.15599596500396729,0.08767558634281158,0.095493845641613,61,0.05227825045585632
67,transfer,0.7320289015769958,0.049183204770088196,0.06384982168674469,0.09247590601444244,0.06032974272966385,0.055543821305036545,62,0.09474142640829086
68,align,0.7475294470787048,0.06500902771949768,0.08097653090953827,0.08740749210119247,0.06729023903608322,0.05875387042760849,63,0.13160814344882965
69,align,0.7465459704399109,0.05146161839365959,0.06518030166625977,0.0824897363781929,0.05820665881037712,0.05036128684878349,64,0.12460876256227493
70,align,0.6939350962638855,0.023028409108519554,0.03060781955718994,0.08928599208593369,0.04671948403120041,0.043067824095487595,65,0.0829460397362709
71,align,0.6357965469360352,0.03792078420519829,0.041379064321517944,0.12915635108947754,0.07418587058782578,0.07495062053203583,66,0.09690612554550171
72,align,0.6460173726081848,0.03178247809410095,0.032881736755371094,0.1344972550868988,0.0723927840590477,0.07475658506155014,67,0.13861419260501862
73,align,0.6908347606658936,0.03380075842142105,0.02599167451262474,0.20487354695796967,0.10250072181224823,0.111407570540905,68,0.19971442222595215
74,align,0.6984887719154358,0.04366229102015495,0.030199222266674042,0.280379980802536,0.13920873403549194,0.16388751566410065,69,0.17753346264362335
75,align,0.693108081817627,0.049914442002773285,0.03320766240358353,0.29642266035079956,0.15216705203056335,0.17915110290050507,70,0.12273523956537247
76,align,0.6834275722503662,0.04888499528169632,0.034675877541303635,0.27556049823760986,0.14435580372810364,0.17137357592582703,71,0.0687447264790535
77,transfer,0.6821867823600769,0.043716199696063995,0.03275196626782417,0.24788525700569153,0.12840066850185394,0.1489185392856598,72,0.05468559265136719
78,transfer,0.6199994683265686,0.05452848970890045,0.05502621456980705,0.17605289816856384,0.10460876673460007,0.11546497792005539,73,0.12230812758207321
79,transfer,0.6984448432922363,0.043132394552230835,0.05210549756884575,0.10522288084030151,0.06551263481378555,0.06313779950141907,74,0.10593462735414505
80,align,0.7322685122489929,0.06910896301269531,0.08451523631811142,0.09899695962667465,0.07530917227268219,0.06748045980930328,75,0.115293949842453
81,align,0.7224721908569336,0.07064609229564667,0.08581171929836273,0.090827077627182,0.07354417443275452,0.06434443593025208,76,0.1073065772652626
82,align,0.698464572429657,0.054860543459653854,0.06841211020946503,0.0811905488371849,0.06107546016573906,0.05303606390953064,77,0.11378166824579239
83,align,0.6787731051445007,0.05291207134723663,0.06320927292108536,0.08933191001415253,0.06430894136428833,0.056686997413635254,78,0.12736424803733826
84,align,0.6544492840766907,0.0373024046421051,0.043291203677654266,0.10019747912883759,0.05990525335073471,0.05706717073917389,79,0.10825111716985703
