frame_index,state,goal_latent_mse,target_align_mse,target_grasp_mse,target_transfer_mse,target_release_mse,target_retreat_mse,wm_predicted_from_frame,wm_to_encoder_mse
0,align,1.545371651649475,1.7215341329574585,1.7408826351165771,1.6600130796432495,1.6916167736053467,1.6746667623519897,,
1,align,1.4862397909164429,1.6809234619140625,1.701607584953308,1.61490797996521,1.648352026939392,1.6319525241851807,,
2,align,1.4327049255371094,1.644012212753296,1.665641188621521,1.5747900009155273,1.609466314315796,1.5943870544433594,,
3,align,1.3461631536483765,1.5733013153076172,1.5961415767669678,1.4998738765716553,1.5360969305038452,1.5224385261535645,,
4,align,0.9870216250419617,1.1956772804260254,1.2208831310272217,1.1150134801864624,1.1544229984283447,1.1399400234222412,,
5,align,0.34380611777305603,0.43465250730514526,0.45880016684532166,0.3595145642757416,0.3954088091850281,0.38078197836875916,0,0.9473040103912354
6,align,0.33106234669685364,0.42380326986312866,0.453561395406723,0.3161134719848633,0.3662104606628418,0.3517298698425293,1,0.7255444526672363
7,align,0.31192877888679504,0.3750058114528656,0.40485116839408875,0.26963376998901367,0.317373663187027,0.3049025237560272,2,0.5341206192970276
8,align,0.22351181507110596,0.1527346968650818,0.17253272235393524,0.09652134031057358,0.11948162317276001,0.11238833516836166,3,0.6683960556983948
9,align,0.27530530095100403,0.08771444857120514,0.10658200085163116,0.04865357279777527,0.06192970275878906,0.05398562178015709,4,0.4552764892578125
10,align,0.2864278554916382,0.04028192162513733,0.05427554249763489,0.037026297301054,0.029574519023299217,0.0257897786796093,5,0.3465544283390045
11,align,0.33508074283599854,0.015409222804009914,0.02321833372116089,0.08357995748519897,0.03305899724364281,0.03767344355583191,6,0.3687087595462799
12,align,0.3415507376194,0.015243038535118103,0.022019250318408012,0.11323291063308716,0.04245048761367798,0.05199946463108063,7,0.40043655037879944
13,align,0.3449995517730713,0.012872496619820595,0.01649795100092888,0.1513407826423645,0.05755377933382988,0.07517608255147934,8,0.3094773590564728
14,align,0.34122928977012634,0.0115616200491786,0.012661668471992016,0.17725437879562378,0.06826913356781006,0.0938536748290062,9,0.2803504765033722
15,align,0.3552999198436737,0.012781928293406963,0.00840350054204464,0.20543965697288513,0.08548319339752197,0.12084757536649704,10,0.2519511580467224
16,align,0.3728940784931183,0.027331802994012833,0.006987906061112881,0.2589503824710846,0.13128435611724854,0.1808473765850067,11,0.24681313335895538
17,grasp,0.39102616906166077,0.0456167571246624,0.013380150310695171,0.2857915163040161,0.16207255423069,0.21752366423606873,12,0.19978946447372437
18,grasp,0.371870756149292,0.05180441588163376,0.018437374383211136,0.26502907276153564,0.15885072946548462,0.21333031356334686,13,0.11508242040872574
19,transfer,0.34103742241859436,0.06427419185638428,0.03218407183885574,0.22678951919078827,0.15025025606155396,0.19744396209716797,14,0.07510814815759659
20,transfer,0.3103231191635132,0.08889180421829224,0.06374688446521759,0.18723255395889282,0.1452666074037552,0.17871689796447754,15,0.07018346339464188
21,transfer,0.35094213485717773,0.09042855352163315,0.07353578507900238,0.1476716697216034,0.12651744484901428,0.14512407779693604,16,0.10221445560455322
22,transfer,0.35573530197143555,0.09243540465831757,0.08348026871681213,0.12521758675575256,0.11602175235748291,0.12152057886123657,17,0.1524549275636673
23,transfer,0.41198301315307617,0.10068921744823456,0.09818661212921143,0.11509251594543457,0.11468115448951721,0.1087249368429184,18,0.2389964610338211
24,transfer,0.4167814254760742,0.09825749695301056,0.09878955781459808,0.1050393208861351,0.10770952701568604,0.09740316867828369,19,0.25140580534935
25,transfer,0.39590874314308167,0.08923012018203735,0.08864223212003708,0.09885446727275848,0.10048578679561615,0.0913640558719635,20,0.20840291678905487
26,transfer,0.38379478454589844,0.08315666019916534,0.0781310498714447,0.10141211748123169,0.09931033104658127,0.09711699187755585,21,0.19402794539928436
27,transfer,0.3989315927028656,0.07075773179531097,0.06851448118686676,0.08177068829536438,0.08292917162179947,0.07611911743879318,22,0.23075221478939056
28,transfer,0.413247674703598,0.07602716982364655,0.06908102333545685,0.09706753492355347,0.09317012876272202,0.09439428895711899,23,0.3929107189178467
29,transfer,0.4086102545261383,0.06014253944158554,0.056730031967163086,0.07351156324148178,0.07323701679706573,0.06852632015943527,24,0.445919394493103
30,transfer,0.4050661325454712,0.06865020096302032,0.06898945569992065,0.07434669137001038,0.0793151706457138,0.06503355503082275,25,0.4150707423686981
31,transfer,0.41618719696998596,0.11515166610479355,0.11427032947540283,0.1218169778585434,0.1273537278175354,0.11324050277471542,26,0.4496990740299225
32,transfer,0.44197192788124084,0.15800254046916962,0.1567174345254898,0.1636084020137787,0.1696619838476181,0.1567564308643341,27,0.5699018836021423
33,transfer,0.42274847626686096,0.12512819468975067,0.12178873270750046,0.13356462121009827,0.1352032870054245,0.13328057527542114,28,0.5340988039970398
34,transfer,0.44941115379333496,0.11598749458789825,0.11272384971380234,0.12307831645011902,0.12500561773777008,0.1232871413230896,29,0.5620208978652954
35,transfer,0.40767979621887207,0.15445417165756226,0.1544177085161209,0.15687263011932373,0.16293397545814514,0.15207885205745697,30,0.6039395928382874
36,transfer,0.4004327356815338,0.2035735845565796,0.20635204017162323,0.2019433081150055,0.21156835556030273,0.19201567769050598,31,0.4919705390930176
37,transfer,0.4134356677532196,0.251338928937912,0.2582436501979828,0.24431467056274414,0.2574803829193115,0.2274615615606308,32,0.4867362082004547
38,transfer,0.37379875779151917,0.19092950224876404,0.1982022225856781,0.18374238908290863,0.19437651336193085,0.16945920884609222,33,0.55377197265625
39,transfer,0.49007871747016907,0.26383519172668457,0.2788287401199341,0.24564306437969208,0.26275238394737244,0.218977689743042,34,0.6648513674736023
40,transfer,0.640958309173584,0.3681698441505432,0.38886499404907227,0.3453006148338318,0.3668854236602783,0.30316442251205444,35,0.648617684841156
41,transfer,0.7253925800323486,0.4435780942440033,0.46902215480804443,0.4104228913784027,0.43172603845596313,0.36736544966697693,36,0.5295490622520447
42,transfer,0.6081278920173645,0.2912118434906006,0.312255859375,0.26266908645629883,0.27773812413215637,0.23356187343597412,37,0.3443644046783447
43,transfer,0.4657672941684723,0.031115954741835594,0.036521438509225845,0.02694680355489254,0.03125274181365967,0.018842851743102074,38,0.29227006435394287
44,transfer,0.49784648418426514,0.0402676984667778,0.04754640907049179,0.03272249922156334,0.03748539090156555,0.02636803314089775,39,0.24643385410308838
45,retreat,0.496684193611145,0.05067236348986626,0.05938338860869408,0.04082228243350983,0.04618821665644646,0.033193089067935944,40,0.23420001566410065
46,retreat,0.47149643301963806,0.05078330263495445,0.06000837683677673,0.040274858474731445,0.04663853347301483,0.031098071485757828,41,0.31922972202301025
47,retreat,0.4373847544193268,0.040956251323223114,0.04942702502012253,0.030964668840169907,0.036409199237823486,0.024057775735855103,42,0.2537897229194641
48,retreat,0.4578838050365448,0.04535555839538574,0.054180245846509933,0.03503986448049545,0.04145800694823265,0.026468787342309952,43,0.1478096842765808
49,retreat,0.4559547007083893,0.05326520651578903,0.06290815770626068,0.04224909469485283,0.04991091415286064,0.03133361414074898,44,0.13935145735740662
50,retreat,0.45386412739753723,0.06252387166023254,0.07284680008888245,0.050828784704208374,0.0598294734954834,0.03768517076969147,45,0.14688046276569366
51,retreat,0.45567360520362854,0.07650113105773926,0.08797513693571091,0.06350919604301453,0.0738409161567688,0.0479438379406929,46,0.1445591002702713
